title,author,avg_rating,genre,cover_url,link
"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",Ally Carter,,Young Adult Fiction,http://books.google.com/books/content?id=rzPSDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/852470.I_d_Tell_You_I_Love_You_But_Then_I_d_Have_to_Kill_You
Digital Fortress,Dan    Brown,,,http://books.google.com/books/content?id=Y2c8DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/11125.Digital_Fortress
Something Wicked This Way Comes,Ray Bradbury,,Fiction,http://books.google.com/books/content?id=1XUzAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/248596.Something_Wicked_This_Way_Comes
Prodigal Summer,Barbara Kingsolver,,Fiction,http://books.google.com/books/content?id=UNQ7nSJWwX0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/14249.Prodigal_Summer
Meditations,Marcus Aurelius,,Philosophy,http://books.google.com/books/content?id=VVsmU-4YwFsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/30659.Meditations
"The Alienist (Dr. Laszlo Kreizler, #1)",Caleb Carr,,Fiction,http://books.google.com/books/content?id=clOrZLvg56kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/40024.The_Alienist
The Aeneid,Virgil,,Poetry,http://books.google.com/books/content?id=EeeeiUmD4hgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/12914.The_Aeneid
Song of Solomon,Toni Morrison,,Fiction,http://books.google.com/books/content?id=RxkWfF2s7EUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/11334.Song_of_Solomon
Holy Bible: New International Version,Anonymous,,Religion,http://books.google.com/books/content?id=-B__AwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/280111.Holy_Bible
Battle Royale,Koushun Takami,,Fiction,http://books.google.com/books/content?id=KnCTngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/57891.Battle_Royale
Babel,R.F. Kuang,,Fiction,http://books.google.com/books/content?id=YMpQEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/57945316-babel
The Trigger: Hunting the Assassin Who Brought the World to War,Tim Butcher,,Biography & Autobiography,http://books.google.com/books/content?id=-szbAgAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/18300212-the-trigger
"Tears of Tess (Monsters in the Dark, #1)",Pepper Winters,,Fiction,http://books.google.com/books/content?id=9Qy4BgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/18134894-tears-of-tess
Around the World in Eighty Days,Jules Verne,,Fiction,http://books.google.com/books/content?id=AhVdEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/54479.Around_the_World_in_Eighty_Days
This Is How You Lose the Time War,Amal El-Mohtar,,Fiction,http://books.google.com/books/content?id=MLiXDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/43352954-this-is-how-you-lose-the-time-war
"Love Story (Love Story, #1)",Erich Segal,,,http://books.google.com/books/content?id=eBgCAAAAQAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/73968.Love_Story
"The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency, #1)",Alexander McCall Smith,,Fiction,http://books.google.com/books/content?id=S-t-icCTcIkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/7061.The_No_1_Ladies_Detective_Agency
"It Ain't Me, Babe (Hades Hangmen, #1)",Tillie Cole,,Cults,,https://www.goodreads.com/book/show/22020052-it-ain-t-me-babe
Ficciones,Jorge Luis Borges,,Fiction,http://books.google.com/books/content?id=bJEfjl2INGMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/426504.Ficciones
Jitterbug Perfume,Tom Robbins,,Fiction,http://books.google.com/books/content?id=9K6oJ3mezL4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/8682.Jitterbug_Perfume
"Tempted (House of Night, #6)",P.C. Cast,,Juvenile Fiction,http://books.google.com/books/content?id=KSMHyDXZJeoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/6262365-tempted
Ivanhoe,Walter Scott,,,,https://www.goodreads.com/book/show/6440.Ivanhoe
Howl and Other Poems,Allen Ginsberg,,American poetry,,https://www.goodreads.com/book/show/6295.Howl_and_Other_Poems
"The High Auction (Wisdom Revolution, #1)",Misba,,Fiction,http://books.google.com/books/content?id=W8pEEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/60215314-the-high-auction
Anthem,Ayn Rand,,Fiction,http://books.google.com/books/content?id=oEI3EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/667.Anthem
"The Color of Magic (Discworld, #1; Rincewind, #1)",Terry Pratchett,,Fiction,http://books.google.com/books/content?id=Ba9JP76UxpQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/34497.The_Color_of_Magic
"An Ember in the Ashes (An Ember in the Ashes, #1)",Sabaa Tahir,,Young Adult Fiction,http://books.google.com/books/content?id=54IuEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/27774758-an-ember-in-the-ashes
"Rubinrot (Edelstein-Trilogie, #1)",Kerstin Gier,,Juvenile Fiction,http://books.google.com/books/content?id=oIVLEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/6325285-rubinrot
"One Fish, Two Fish, Red Fish, Blue Fish",Dr. Seuss,,Juvenile Fiction,http://books.google.com/books/content?id=067xAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/7770.One_Fish_Two_Fish_Red_Fish_Blue_Fish
"The Oldest Dance (Wisdom Revolution, #2)",Misba,,Fiction,http://books.google.com/books/content?id=-OfAEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/60215458-the-oldest-dance
"Confessions of a Shopaholic (Shopaholic, #1)",Sophie Kinsella,,Fiction,http://books.google.com/books/content?id=TngLKtYiXhMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/9416.Confessions_of_a_Shopaholic
"Ender's Shadow (The Shadow Series, #1)",Orson Scott Card,,Fiction,http://books.google.com/books/content?id=PpEz47zsLEwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/9532.Ender_s_Shadow
"Princess Academy (Princess Academy, #1)",Shannon Hale,,,,https://www.goodreads.com/book/show/85990.Princess_Academy
"The Assassin's Blade (Throne of Glass, #0.1-0.5)",Sarah J. Maas,,Fiction,http://books.google.com/books/content?id=A0AXAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/18243700-the-assassin-s-blade
The Story of My Life,Helen Keller,,Biography & Autobiography,http://books.google.com/books/content?id=DZXCEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/821611.The_Story_of_My_Life
"The Big Sleep (Philip Marlowe, #1)",Raymond Chandler,,Fiction,http://books.google.com/books/content?id=ZgfbDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/2052.The_Big_Sleep
Mistress Suffragette,Diana   Forbes,,Fiction,http://books.google.com/books/content?id=3eC9AQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/34521870-mistress-suffragette
The Magic Mountain,Thomas Mann,,Fiction,http://books.google.com/books/content?id=tChcAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/88077.The_Magic_Mountain
"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,,Fiction,http://books.google.com/books/content?id=TD-_BgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/22055262-a-darker-shade-of-magic
The Invention of Hugo Cabret,Brian Selznick,,Juvenile Fiction,http://books.google.com/books/content?id=Ix0oCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/9673436-the-invention-of-hugo-cabret
Message in a Bottle,Nicholas Sparks,,Fiction,http://books.google.com/books/content?id=SquEmRGaluEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/3478.Message_in_a_Bottle
One Day,David Nicholls,,Fiction,http://books.google.com/books/content?id=4y4eVOPOhIIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/6280118-one-day
"Antigone (The Theban Plays, #3)",Sophocles,,Drama,http://books.google.com/books/content?id=IeBg8fWUmY4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/7728.Antigone
"Souls Unfractured (Hades Hangmen, #3)",Tillie Cole,,Cult members,http://books.google.com/books/content?id=H4GpwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/22107214-souls-unfractured
"Fablehaven (Fablehaven, #1)",Brandon Mull,,Juvenile Fiction,http://books.google.com/books/content?id=w7FfrQxhnxEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/44652.Fablehaven
"Club Dead (Sookie Stackhouse, #3)",Charlaine Harris,,Fiction,http://books.google.com/books/content?id=cRW6EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/140082.Club_Dead
Walk Two Moons,Sharon Creech,,Children's literature,http://books.google.com/books/content?id=DlRhPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/53496.Walk_Two_Moons
The Polymorph,Max Nowaz,,,,https://www.goodreads.com/book/show/101265124-the-polymorph
Orlando,Virginia Woolf,,Fiction,http://books.google.com/books/content?id=jAJMDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/18839.Orlando
"Living Dead in Dallas (Sookie Stackhouse, #2)",Charlaine Harris,,Dallas (Tex.),,https://www.goodreads.com/book/show/110494.Living_Dead_in_Dallas
The Power of Myth,Joseph Campbell,,Social Science,http://books.google.com/books/content?id=2GOIGuh5GJ4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/35519.The_Power_of_Myth
The Shell Seekers,Rosamunde Pilcher,,Fiction,http://books.google.com/books/content?id=S6X9GosXssoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/37095.The_Shell_Seekers
It's Kind of a Funny Story,Ned Vizzini,,Juvenile Fiction,http://books.google.com/books/content?id=3VLhAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/248704.It_s_Kind_of_a_Funny_Story
A Winter Grave,Peter  May,,Fiction,http://books.google.com/books/content?id=uph0EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/67998095-a-winter-grave
"The Girl in the Eagle's Talons (Millennium, #7)",Karin Smirnoff,,Fiction,http://books.google.com/books/content?id=lXFnEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/75523433-the-girl-in-the-eagle-s-talons
The Corrections,Jonathan Franzen,,Fiction,http://books.google.com/books/content?id=FodGfz5li5wC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/3805.The_Corrections
"Glass Houses (The Morganville Vampires, #1)",Rachel Caine,,Young Adult Fiction,http://books.google.com/books/content?id=kw2KAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/27266.Glass_Houses
Hard-Boiled Wonderland and the End of the World,Haruki Murakami,,Fiction,http://books.google.com/books/content?id=3ZgKkumhAywC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/10374.Hard_Boiled_Wonderland_and_the_End_of_the_World
Angle of Repose,Wallace Stegner,,,,https://www.goodreads.com/book/show/292408.Angle_of_Repose
The Marriage Portrait,Maggie O'Farrell,,Fiction,http://books.google.com/books/content?id=AnuczwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/60353768-the-marriage-portrait
The Jungle Books,Rudyard Kipling,,Fiction,http://books.google.com/books/content?id=ms0xDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/41684.The_Jungle_Books
The Namesake,Jhumpa Lahiri,,Fiction,http://books.google.com/books/content?id=Nx-vY7ac1OcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/33917.The_Namesake
"Lover Revealed (Black Dagger Brotherhood, #4)",J.R. Ward,,Black Dagger Brotherhood (Fictitious characters),http://books.google.com/books/content?id=mt7BbwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/42898.Lover_Revealed
An Abundance of Katherines,John Green,,Young Adult Fiction,http://books.google.com/books/content?id=3O40B12Q4xoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/49750.An_Abundance_of_Katherines
"The Edge of Never (The Edge of Never, #1)",J.A. Redmerski,,Fiction,http://books.google.com/books/content?id=_YS-AQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/16081272-the-edge-of-never
Cryptonomicon,Neal Stephenson,,Fiction,http://books.google.com/books/content?id=Lw-00wTgBy8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/816.Cryptonomicon
Jude the Obscure,Thomas Hardy,,,http://books.google.com/books/content?id=tU0VvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/50798.Jude_the_Obscure
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,,Business & Economics,http://books.google.com/books/content?id=sm4TAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/36072.The_7_Habits_of_Highly_Effective_People
Geek Love,Katherine Dunn,,Fiction,http://books.google.com/books/content?id=efJGBQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/13872.Geek_Love
Keep It in the Family,John Marrs,,Fiction,http://books.google.com/books/content?id=dMXnzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/60109530-keep-it-in-the-family
"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,,Fiction,http://books.google.com/books/content?id=Y-41Q9zk32kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/68429.The_Well_of_Ascension
Still Alice,Lisa Genova,,Fiction,http://books.google.com/books/content?id=dKvQ4f-Bq48C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/2153405.Still_Alice
"Small Gods (Discworld, #13)",Terry Pratchett,,Fiction,http://books.google.com/books/content?id=hfusM7bS8PAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/34484.Small_Gods
"Inara (Godfrey Davis, #3)",A.R. Merrydew,,,,https://www.goodreads.com/book/show/215186841-inara
I Am the Messenger,Markus Zusak,,Young Adult Fiction,http://books.google.com/books/content?id=v7SBBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/19057.I_Am_the_Messenger
"Mary Poppins (Mary Poppins, #1)",P.L. Travers,,,,https://www.goodreads.com/book/show/152380.Mary_Poppins
"Into the Wild (Warriors, #1)",Erin Hunter,,Juvenile Fiction,http://books.google.com/books/content?id=iYqzEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/111332.Into_the_Wild
"The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy, #2)",Douglas Adams,,Interplanetary voyages,http://books.google.com/books/content?id=R2TcQAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/8695.The_Restaurant_at_the_End_of_the_Universe
"A Dead and Stormy Night (Nevermore Bookshop Mysteries, #1)",Steffanie Holmes,,,http://books.google.com/books/content?id=Ix1dwQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/43594238-a-dead-and-stormy-night
"The Passage (The Passage, #1)",Justin Cronin,,Good and evil,http://books.google.com/books/content?id=QkBfvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/6690798-the-passage
"Lover Avenged (Black Dagger Brotherhood, #7)",J.R. Ward,,Fiction,http://books.google.com/books/content?id=fInunOcqa5kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/5098079-lover-avenged
Between Shades of Gray,Ruta Sepetys,,Young Adult Fiction,http://books.google.com/books/content?id=-r4RVXxjSJoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/7824322-between-shades-of-gray
"Winter (The Lunar Chronicles, #4)",Marissa Meyer,,Juvenile Fiction,http://books.google.com/books/content?id=WNVxCQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/13206900-winter
"The Poppy War (The Poppy War, #1)",R.F. Kuang,,Fiction,http://books.google.com/books/content?id=Vg89DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/35068705-the-poppy-war
"Mort (Discworld, #4; Death, #1)",Terry Pratchett,,Fiction,http://books.google.com/books/content?id=I6DDvXh19W0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/386372.Mort
The Moon Is a Harsh Mistress,Robert A. Heinlein,,,http://books.google.com/books/content?id=DzRgPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/16690.The_Moon_Is_a_Harsh_Mistress
"We Need to Talk About Kevin by Shriver, Lionel. (Harper Perennial,2006) [Paperback]",Lionel Shriver,,,,https://www.goodreads.com/book/show/130739876-we-need-to-talk-about-kevin-by-shriver-lionel-harper-perennial-2006
"Haunting Adeline (Cat and Mouse, #1)",H.D. Carlton,,,,https://www.goodreads.com/book/show/58763686-haunting-adeline
"The Lies of Vampires and Slayers (Magic on Main Street, #1)",K.M. Shea,,Videodiscs,http://books.google.com/books/content?id=XoMHAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/202901080-the-lies-of-vampires-and-slayers
Chasing the Devil: The Search for Africa's Fighting Spirit,Tim Butcher,,Travel,http://books.google.com/books/content?id=JyOSugSth-gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/7940583-chasing-the-devil
My Name Is Asher Lev,Chaim Potok,,Fiction,http://books.google.com/books/content?id=kYcUeOR4bdoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/11507.My_Name_Is_Asher_Lev
"Fire (Graceling Realm, #2)",Kristin Cashore,,Fiction,http://books.google.com/books/content?id=jIkCM2HoKckC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/6137154-fire
Dandelion Wine,Ray Bradbury,,Fiction,http://books.google.com/books/content?id=-f8OAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/50033.Dandelion_Wine
The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,,Health & Fitness,http://books.google.com/books/content?id=QZ1D4Q8uZuoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/3109.The_Omnivore_s_Dilemma
Choke,Chuck Palahniuk,,Fiction,http://books.google.com/books/content?id=O0oakuMkZdUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/29059.Choke
"From Blood and Ash (Blood and Ash, #1)",Jennifer L. Armentrout,,Fiction,http://books.google.com/books/content?id=SpXZDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/52831200-from-blood-and-ash
The Portrait of a Lady,Henry James,,,,https://www.goodreads.com/book/show/264.The_Portrait_of_a_Lady
The White Tiger,Aravind Adiga,,,http://books.google.com/books/content?id=QNzfMgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/1768603.The_White_Tiger
Living Fearless: Exchanging the Lies of the World for the Liberating Truth of God,Jamie Winship,,Religion,http://books.google.com/books/content?id=ZchOEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/59317244-living-fearless
On Earth We're Briefly Gorgeous,Ocean Vuong,,Fiction,http://books.google.com/books/content?id=hKRtDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/41880609-on-earth-we-re-briefly-gorgeous
No Longer Human,Osamu Dazai,,Fiction,http://books.google.com/books/content?id=9jhi2bY3GkAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/194746.No_Longer_Human
Wild Swans: Three Daughters of China,Jung Chang,,Biography & Autobiography,http://books.google.com/books/content?id=0sBu1Fj4Ed0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/1848.Wild_Swans
Howards End,E.M. Forster,,Fiction,http://books.google.com/books/content?id=xiFEAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/38374795-howards-end
"Finale (Hush, Hush, #4)",Becca Fitzpatrick,,Juvenile Fiction,http://books.google.com/books/content?id=cwJoKDaV6NIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/12751687-finale
"The Dark Tower (The Dark Tower, #7)",Stephen        King,,Fiction,http://books.google.com/books/content?id=Geq0uKAxZPEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/5091.The_Dark_Tower
"Worm Holes (Quantum Roots, #2)",Kyle Keyes,,,http://books.google.com/books/content?id=hunnAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/34384161-worm-holes
We Have Always Lived in the Castle,Shirley Jackson,,Fiction,http://books.google.com/books/content?id=tW9iDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/89724.We_Have_Always_Lived_in_the_Castle
The Forgotten Garden,Kate Morton,,Fiction,http://books.google.com/books/content?id=T19Aqu84Ob8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/3407877-the-forgotten-garden
A Room of One’s Own,Virginia Woolf,,Literary Criticism,http://books.google.com/books/content?id=858oEyeN1N8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/18521.A_Room_of_One_s_Own
"The Hawthorne Legacy (The Inheritance Games, #2)",Jennifer Lynn Barnes,,Young Adult Fiction,http://books.google.com/books/content?id=IOIczgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/50531218-the-hawthorne-legacy
Tender Is the Night,F. Scott Fitzgerald,,,,https://www.goodreads.com/book/show/46164.Tender_Is_the_Night
"The Hunt for Red October (Jack Ryan, #3)",Tom Clancy,,Fiction,http://books.google.com/books/content?id=xz2LhK79I3gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/19691.The_Hunt_for_Red_October
The Long Walk,Richard  Bachman,,Fiction,http://books.google.com/books/content?id=eMF9EQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/9014.The_Long_Walk
Twenty Years Later,Charlie Donlea,,Fiction,http://books.google.com/books/content?id=xSInEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/57645345-twenty-years-later
"The Eden Paradox (Eden Paradox, #1)",Barry Kirwan,,Fiction,http://books.google.com/books/content?id=9ER8xgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/43722869-the-eden-paradox
The Bridges of Madison County,Robert James Waller,,Fiction,http://books.google.com/books/content?id=eb03AQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/83674.The_Bridges_of_Madison_County
"Heretical Fishing (Heretical Fishing, #1)",Haylock Jobson,,Fiction,http://books.google.com/books/content?id=tmyj0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/208099994-heretical-fishing
Deception Point,Dan    Brown,,Fiction,http://books.google.com/books/content?id=eCWgDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/976.Deception_Point
"Linger (The Wolves of Mercy Falls, #2)",Maggie Stiefvater,,Juvenile Fiction,http://books.google.com/books/content?id=BTAhngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/6654313-linger
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,,Nature,http://books.google.com/books/content?id=Z3uajyR0zFgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,https://www.goodreads.com/book/show/9791.A_Walk_in_the_Woods
"The City of Ember (Book of Ember, #1)",Jeanne DuPrau,,Juvenile Fiction,http://books.google.com/books/content?id=BFoEqy_vxG4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/307791.The_City_of_Ember
Turtles All the Way Down,John Green,,Young Adult Fiction,http://books.google.com/books/content?id=-uQoDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/35504431-turtles-all-the-way-down
Pale Fire,Vladimir Nabokov,,Fiction,http://books.google.com/books/content?id=Cfn1EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://www.goodreads.com/book/show/7805.Pale_Fire
