title,author,avg_rating,genre,published_year,price,currency,cover_url,link,published_year,genre,cover_url
The Shell Seekers,Rosamunde Pilcher,,Unknown,,8.99,,,https://www.goodreads.com/book/show/37095.The_Shell_Seekers,2009-09-17,Fiction,http://books.google.com/books/content?id=S6X9GosXssoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
It's Kind of a Funny Story,Ned Vizzini,,Unknown,,8.99,,,https://www.goodreads.com/book/show/248704.It_s_Kind_of_a_Funny_Story,2006-04,Juvenile Fiction,http://books.google.com/books/content?id=3VLhAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
A Winter Grave,Peter  May,,Unknown,,8.99,,,https://www.goodreads.com/book/show/67998095-a-winter-grave,2023-01-19,Fiction,http://books.google.com/books/content?id=uph0EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Girl in the Eagle's Talons (Millennium, #7)",Karin Smirnoff,,Unknown,,8.99,,,https://www.goodreads.com/book/show/75523433-the-girl-in-the-eagle-s-talons,2023-08-29,Fiction,http://books.google.com/books/content?id=lXFnEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Corrections,Jonathan Franzen,,Unknown,,8.99,,,https://www.goodreads.com/book/show/3805.The_Corrections,2001-09-15,Fiction,http://books.google.com/books/content?id=FodGfz5li5wC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Glass Houses (The Morganville Vampires, #1)",Rachel Caine,,Unknown,,8.99,,,https://www.goodreads.com/book/show/27266.Glass_Houses,2009-07-10,Young Adult Fiction,http://books.google.com/books/content?id=kw2KAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Hard-Boiled Wonderland and the End of the World,Haruki Murakami,,Unknown,,8.99,,,https://www.goodreads.com/book/show/10374.Hard_Boiled_Wonderland_and_the_End_of_the_World,2011-10-10,Fiction,http://books.google.com/books/content?id=3ZgKkumhAywC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Angle of Repose,Wallace Stegner,,Unknown,,8.99,,,https://www.goodreads.com/book/show/292408.Angle_of_Repose,1972,,
The Marriage Portrait,Maggie O'Farrell,,Unknown,,8.99,,,https://www.goodreads.com/book/show/60353768-the-marriage-portrait,2023-07-06,Fiction,http://books.google.com/books/content?id=AnuczwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Jungle Books,Rudyard Kipling,,Unknown,,8.99,,,https://www.goodreads.com/book/show/41684.The_Jungle_Books,2017-08-08,Fiction,http://books.google.com/books/content?id=ms0xDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Namesake,Jhumpa Lahiri,,Unknown,,8.99,,,https://www.goodreads.com/book/show/33917.The_Namesake,2003,Fiction,http://books.google.com/books/content?id=Nx-vY7ac1OcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Lover Revealed (Black Dagger Brotherhood, #4)",J.R. Ward,,Unknown,,8.99,,,https://www.goodreads.com/book/show/42898.Lover_Revealed,2011,Black Dagger Brotherhood (Fictitious characters),http://books.google.com/books/content?id=mt7BbwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
An Abundance of Katherines,John Green,,Unknown,,8.99,,,https://www.goodreads.com/book/show/49750.An_Abundance_of_Katherines,2008-08-14,Young Adult Fiction,http://books.google.com/books/content?id=3O40B12Q4xoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Edge of Never (The Edge of Never, #1)",J.A. Redmerski,,Unknown,,8.99,,,https://www.goodreads.com/book/show/16081272-the-edge-of-never,2014-01-02,Fiction,http://books.google.com/books/content?id=_YS-AQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Cryptonomicon,Neal Stephenson,,Unknown,,8.99,,,https://www.goodreads.com/book/show/816.Cryptonomicon,2012-05-31,Fiction,http://books.google.com/books/content?id=Lw-00wTgBy8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Jude the Obscure,Thomas Hardy,,Unknown,,8.99,,,https://www.goodreads.com/book/show/50798.Jude_the_Obscure,2016-10-24,,http://books.google.com/books/content?id=tU0VvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,,Unknown,,8.99,,,https://www.goodreads.com/book/show/36072.The_7_Habits_of_Highly_Effective_People,2013-11-19,Business & Economics,http://books.google.com/books/content?id=sm4TAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Geek Love,Katherine Dunn,,Unknown,,8.99,,,https://www.goodreads.com/book/show/13872.Geek_Love,2014-12-04,Fiction,http://books.google.com/books/content?id=efJGBQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Keep It in the Family,John Marrs,,Unknown,,8.99,,,https://www.goodreads.com/book/show/60109530-keep-it-in-the-family,2022-10-18,Fiction,http://books.google.com/books/content?id=dMXnzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,,Unknown,,8.99,,,https://www.goodreads.com/book/show/68429.The_Well_of_Ascension,2010-04-01,Fiction,http://books.google.com/books/content?id=Y-41Q9zk32kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Still Alice,Lisa Genova,,Unknown,,8.99,,,https://www.goodreads.com/book/show/2153405.Still_Alice,2009-12-29,Fiction,http://books.google.com/books/content?id=dKvQ4f-Bq48C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Small Gods (Discworld, #13)",Terry Pratchett,,Unknown,,8.99,,,https://www.goodreads.com/book/show/34484.Small_Gods,1993-11,Fiction,http://books.google.com/books/content?id=hfusM7bS8PAC&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Mary Poppins (Mary Poppins, #1)",P.L. Travers,,Unknown,,8.99,,,https://www.goodreads.com/book/show/152380.Mary_Poppins,1962,,
"Inara (Godfrey Davis, #3)",A.R. Merrydew,,Unknown,,8.99,,,https://www.goodreads.com/book/show/215186841-inara,,,
I Am the Messenger,Markus Zusak,,Unknown,,8.99,,,https://www.goodreads.com/book/show/19057.I_Am_the_Messenger,2015-01-01,Young Adult Fiction,http://books.google.com/books/content?id=v7SBBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Into the Wild (Warriors, #1)",Erin Hunter,,Unknown,,8.99,,,https://www.goodreads.com/book/show/111332.Into_the_Wild,2023-04-17,Juvenile Fiction,http://books.google.com/books/content?id=iYqzEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy, #2)",Douglas Adams,,Unknown,,8.99,,,https://www.goodreads.com/book/show/8695.The_Restaurant_at_the_End_of_the_Universe,1994,Interplanetary voyages,http://books.google.com/books/content?id=R2TcQAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"A Dead and Stormy Night (Nevermore Bookshop Mysteries, #1)",Steffanie Holmes,,Unknown,,8.99,,,https://www.goodreads.com/book/show/43594238-a-dead-and-stormy-night,2019-01-19,,http://books.google.com/books/content?id=Ix1dwQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"The Passage (The Passage, #1)",Justin Cronin,,Unknown,,8.99,,,https://www.goodreads.com/book/show/6690798-the-passage,2010,Good and evil,http://books.google.com/books/content?id=QkBfvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Lover Avenged (Black Dagger Brotherhood, #7)",J.R. Ward,,Unknown,,8.99,,,https://www.goodreads.com/book/show/5098079-lover-avenged,2009-04-28,Fiction,http://books.google.com/books/content?id=fInunOcqa5kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Between Shades of Gray,Ruta Sepetys,,Unknown,,8.99,,,https://www.goodreads.com/book/show/7824322-between-shades-of-gray,2011-04-07,Young Adult Fiction,http://books.google.com/books/content?id=-r4RVXxjSJoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Winter (The Lunar Chronicles, #4)",Marissa Meyer,,Unknown,,8.99,,,https://www.goodreads.com/book/show/13206900-winter,2015-11-12,Juvenile Fiction,http://books.google.com/books/content?id=WNVxCQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Poppy War (The Poppy War, #1)",R.F. Kuang,,Unknown,,8.99,,,https://www.goodreads.com/book/show/35068705-the-poppy-war,2018-05-03,Fiction,http://books.google.com/books/content?id=Vg89DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Mort (Discworld, #4; Death, #1)",Terry Pratchett,,Unknown,,8.99,,,https://www.goodreads.com/book/show/386372.Mort,2011-09-30,Fiction,http://books.google.com/books/content?id=I6DDvXh19W0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Moon Is a Harsh Mistress,Robert A. Heinlein,,Unknown,,8.99,,,https://www.goodreads.com/book/show/16690.The_Moon_Is_a_Harsh_Mistress,2001,,http://books.google.com/books/content?id=DzRgPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Haunting Adeline (Cat and Mouse, #1)",H.D. Carlton,,Unknown,,8.99,,,https://www.goodreads.com/book/show/58763686-haunting-adeline,2021,,
"The Lies of Vampires and Slayers (Magic on Main Street, #1)",K.M. Shea,,Unknown,,8.99,,,https://www.goodreads.com/book/show/202901080-the-lies-of-vampires-and-slayers,2004,Videodiscs,http://books.google.com/books/content?id=XoMHAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Chasing the Devil: The Search for Africa's Fighting Spirit,Tim Butcher,,Unknown,,8.99,,,https://www.goodreads.com/book/show/7940583-chasing-the-devil,2010-09-02,Travel,http://books.google.com/books/content?id=JyOSugSth-gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
My Name Is Asher Lev,Chaim Potok,,Unknown,,8.99,,,https://www.goodreads.com/book/show/11507.My_Name_Is_Asher_Lev,2009-07-01,Fiction,http://books.google.com/books/content?id=kYcUeOR4bdoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Fire (Graceling Realm, #2)",Kristin Cashore,,Unknown,,8.99,,,https://www.goodreads.com/book/show/6137154-fire,2009-09-24,Fiction,http://books.google.com/books/content?id=jIkCM2HoKckC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"From Blood and Ash (Blood and Ash, #1)",Jennifer L. Armentrout,,Unknown,,8.99,,,https://www.goodreads.com/book/show/52831200-from-blood-and-ash,2020-03-30,Fiction,http://books.google.com/books/content?id=SpXZDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Dandelion Wine,Ray Bradbury,,Unknown,,8.99,,,https://www.goodreads.com/book/show/50033.Dandelion_Wine,1975,Fiction,http://books.google.com/books/content?id=-f8OAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,,Unknown,,8.99,,,https://www.goodreads.com/book/show/3109.The_Omnivore_s_Dilemma,2006-04-11,Health & Fitness,http://books.google.com/books/content?id=QZ1D4Q8uZuoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Choke,Chuck Palahniuk,,Unknown,,8.99,,,https://www.goodreads.com/book/show/29059.Choke,2011-06-30,Fiction,http://books.google.com/books/content?id=O0oakuMkZdUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Portrait of a Lady,Henry James,,Unknown,,8.99,,,https://www.goodreads.com/book/show/264.The_Portrait_of_a_Lady,2017-03-27,,
The White Tiger,Aravind Adiga,,Unknown,,8.99,,,https://www.goodreads.com/book/show/1768603.The_White_Tiger,2012,,http://books.google.com/books/content?id=QNzfMgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Living Fearless: Exchanging the Lies of the World for the Liberating Truth of God,Jamie Winship,,Unknown,,8.99,,,https://www.goodreads.com/book/show/59317244-living-fearless,2022-06-14,Religion,http://books.google.com/books/content?id=ZchOEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
On Earth We're Briefly Gorgeous,Ocean Vuong,,Unknown,,8.99,,,https://www.goodreads.com/book/show/41880609-on-earth-we-re-briefly-gorgeous,2019-06-04,Fiction,http://books.google.com/books/content?id=hKRtDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
No Longer Human,Osamu Dazai,,Unknown,,8.99,,,https://www.goodreads.com/book/show/194746.No_Longer_Human,2012-09-30,Fiction,http://books.google.com/books/content?id=9jhi2bY3GkAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Wild Swans: Three Daughters of China,Jung Chang,,Unknown,,8.99,,,https://www.goodreads.com/book/show/1848.Wild_Swans,2008-06-20,Biography & Autobiography,http://books.google.com/books/content?id=0sBu1Fj4Ed0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Howards End,E.M. Forster,,Unknown,,8.99,,,https://www.goodreads.com/book/show/38374795-howards-end,2013-11-27,Fiction,http://books.google.com/books/content?id=xiFEAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Finale (Hush, Hush, #4)",Becca Fitzpatrick,,Unknown,,8.99,,,https://www.goodreads.com/book/show/12751687-finale,2012-10-23,Juvenile Fiction,http://books.google.com/books/content?id=cwJoKDaV6NIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Dark Tower (The Dark Tower, #7)",Stephen        King,,Unknown,,8.99,,,https://www.goodreads.com/book/show/5091.The_Dark_Tower,2004-09-21,Fiction,http://books.google.com/books/content?id=Geq0uKAxZPEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Worm Holes (Quantum Roots, #2)",Kyle Keyes,,Unknown,,8.99,,,https://www.goodreads.com/book/show/34384161-worm-holes,2017-02-12,,http://books.google.com/books/content?id=hunnAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
We Have Always Lived in the Castle,Shirley Jackson,,Unknown,,8.99,,,https://www.goodreads.com/book/show/89724.We_Have_Always_Lived_in_the_Castle,2018-06-29,Fiction,http://books.google.com/books/content?id=tW9iDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Forgotten Garden,Kate Morton,,Unknown,,8.99,,,https://www.goodreads.com/book/show/3407877-the-forgotten-garden,2010-12-07,Fiction,http://books.google.com/books/content?id=T19Aqu84Ob8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
A Room of One’s Own,Virginia Woolf,,Unknown,,8.99,,,https://www.goodreads.com/book/show/18521.A_Room_of_One_s_Own,2001-11-27,Literary Criticism,http://books.google.com/books/content?id=858oEyeN1N8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Hawthorne Legacy (The Inheritance Games, #2)",Jennifer Lynn Barnes,,Unknown,,8.99,,,https://www.goodreads.com/book/show/50531218-the-hawthorne-legacy,2021,Young Adult Fiction,http://books.google.com/books/content?id=IOIczgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Tender Is the Night,F. Scott Fitzgerald,,Unknown,,8.99,,,https://www.goodreads.com/book/show/46164.Tender_Is_the_Night,2024-03-09,,
"The Hunt for Red October (Jack Ryan, #3)",Tom Clancy,,Unknown,,8.99,,,https://www.goodreads.com/book/show/19691.The_Hunt_for_Red_October,1992-04-01,Fiction,http://books.google.com/books/content?id=xz2LhK79I3gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Long Walk,Richard  Bachman,,Unknown,,8.99,,,https://www.goodreads.com/book/show/9014.The_Long_Walk,2025-08-28,Fiction,http://books.google.com/books/content?id=eMF9EQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Twenty Years Later,Charlie Donlea,,Unknown,,8.99,,,https://www.goodreads.com/book/show/57645345-twenty-years-later,2021-12-28,Fiction,http://books.google.com/books/content?id=xSInEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Eden Paradox (Eden Paradox, #1)",Barry Kirwan,,Unknown,,8.99,,,https://www.goodreads.com/book/show/43722869-the-eden-paradox,2019-02-04,Fiction,http://books.google.com/books/content?id=9ER8xgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Bridges of Madison County,Robert James Waller,,Unknown,,8.99,,,https://www.goodreads.com/book/show/83674.The_Bridges_of_Madison_County,2001-03-15,Fiction,http://books.google.com/books/content?id=eb03AQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Heretical Fishing (Heretical Fishing, #1)",Haylock Jobson,,Unknown,,8.99,,,https://www.goodreads.com/book/show/208099994-heretical-fishing,2024-03-12,Fiction,http://books.google.com/books/content?id=tmyj0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Deception Point,Dan    Brown,,Unknown,,8.99,,,https://www.goodreads.com/book/show/976.Deception_Point,2019-07-30,Fiction,http://books.google.com/books/content?id=eCWgDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Linger (The Wolves of Mercy Falls, #2)",Maggie Stiefvater,,Unknown,,8.99,,,https://www.goodreads.com/book/show/6654313-linger,2010,Juvenile Fiction,http://books.google.com/books/content?id=BTAhngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,,Unknown,,8.99,,,https://www.goodreads.com/book/show/9791.A_Walk_in_the_Woods,1998,Nature,http://books.google.com/books/content?id=Z3uajyR0zFgC&printsec=frontcover&img=1&zoom=1&source=gbs_api
"The City of Ember (Book of Ember, #1)",Jeanne DuPrau,,Unknown,,8.99,,,https://www.goodreads.com/book/show/307791.The_City_of_Ember,2009-07-15,Juvenile Fiction,http://books.google.com/books/content?id=BFoEqy_vxG4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Turtles All the Way Down,John Green,,Unknown,,8.99,,,https://www.goodreads.com/book/show/35504431-turtles-all-the-way-down,2017-10-10,Young Adult Fiction,http://books.google.com/books/content?id=-uQoDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Pale Fire,Vladimir Nabokov,,Unknown,,8.99,,,https://www.goodreads.com/book/show/7805.Pale_Fire,2024-02-18,Fiction,http://books.google.com/books/content?id=Cfn1EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Forrest Gump (Forrest Gump, #1)",Winston Groom,,Unknown,,8.99,,,https://www.goodreads.com/book/show/186190.Forrest_Gump,2013-05-31,Fiction,http://books.google.com/books/content?id=-zA1-8lVYP0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Sea of Tranquility,Katja Millay,,Unknown,,8.99,,,https://www.goodreads.com/book/show/16151178-the-sea-of-tranquility,2013-06-04,Fiction,http://books.google.com/books/content?id=9y-8xEG80ikC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Survivor,Chuck Palahniuk,,Unknown,,8.99,,,https://www.goodreads.com/book/show/36236123-survivor,2011-06-30,Fiction,http://books.google.com/books/content?id=iUeui6zffaAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Beach Read,Emily Henry,,Unknown,,8.99,,,https://www.goodreads.com/book/show/52867387-beach-read,2020-05-19,Fiction,http://books.google.com/books/content?id=lxGuDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"84, Charing Cross Road",Helene Hanff,,Unknown,,8.99,,,https://www.goodreads.com/book/show/368916.84_Charing_Cross_Road,2004,,
Exodus,Leon Uris,,Unknown,,8.99,,,https://www.goodreads.com/book/show/42697.Exodus,1958,,
Ethan Frome,Edith Wharton,,Unknown,,8.99,,,https://www.goodreads.com/book/show/5246.Ethan_Frome,2014-05-15,Fiction,http://books.google.com/books/content?id=BNezAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Sorrows of Young Werther,Johann Wolfgang von Goethe,,Unknown,,8.99,,,https://www.goodreads.com/book/show/16640.The_Sorrows_of_Young_Werther,2018-03-02,Fiction,http://books.google.com/books/content?id=8cJODwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Iron Flame (The Empyrean, #2)",Rebecca Yarros,,Unknown,,8.99,,,https://www.goodreads.com/book/show/90202302-iron-flame,2025-01-21,Fiction,
The Very Secret Society of Irregular Witches,Sangu Mandanna,,Unknown,,8.99,,,https://www.goodreads.com/book/show/60018635-the-very-secret-society-of-irregular-witches,2022-08-23,Fiction,http://books.google.com/books/content?id=eu5sEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Gift from the Sea,Anne Morrow Lindbergh,,Unknown,,8.99,,,https://www.goodreads.com/book/show/77295.Gift_from_the_Sea,2010-12-15,Literary Collections,http://books.google.com/books/content?id=OwL-rJFMggQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Nausea,Jean-Paul Sartre,,Unknown,,8.99,,,https://www.goodreads.com/book/show/298275.Nausea,2007,Fiction,http://books.google.com/books/content?id=mxH354gAqQMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Fall,Albert Camus,,Unknown,,8.99,,,https://www.goodreads.com/book/show/11991.The_Fall,2013-10-31,Fiction,http://books.google.com/books/content?id=UafoAQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Three Witches and the Master,Max Nowaz,,Unknown,,8.99,,,https://www.goodreads.com/book/show/156150514-the-three-witches-and-the-master,,,
"A Study in Scarlet (Sherlock Holmes, #1)",Arthur Conan Doyle,,Unknown,,8.99,,,https://www.goodreads.com/book/show/102868.A_Study_in_Scarlet,1981-08-01,Fiction,
"The Ballad of Songbirds and Snakes (The Hunger Games, #0)",Suzanne Collins,,Unknown,,8.99,,,https://www.goodreads.com/book/show/51901147-the-ballad-of-songbirds-and-snakes,2025-03-21,Juvenile Fiction,http://books.google.com/books/content?id=D-1QEQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Walking Disaster (Beautiful, #2)",Jamie McGuire,,Unknown,,8.99,,,https://www.goodreads.com/book/show/15745950-walking-disaster,2023-10-12,Fiction,
Where the Heart Is,Billie Letts,,Unknown,,8.99,,,https://www.goodreads.com/book/show/5168.Where_the_Heart_Is,2001-04-15,Fiction,http://books.google.com/books/content?id=9d41AQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Absalom, Absalom!",William Faulkner,,Unknown,,8.99,,,https://www.goodreads.com/book/show/373755.Absalom_Absalom_,2014-11-16,Fiction,http://books.google.com/books/content?id=TgbTBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Daughter of the Forest  (Sevenwaters, #1)",Juliet Marillier,,Unknown,,8.99,,,https://www.goodreads.com/book/show/13928.Daughter_of_the_Forest,2010-04-01,Fiction,http://books.google.com/books/content?id=i8__DJPdh_MC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Dead as a Doornail (Sookie Stackhouse, #5)",Charlaine Harris,,Unknown,,8.99,,,https://www.goodreads.com/book/show/170210.Dead_as_a_Doornail,2006-04-25,Fiction,http://books.google.com/books/content?id=paONEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Kane & Abel (Kane & Abel, #1)",Jeffrey Archer,,Unknown,,8.99,,,https://www.goodreads.com/book/show/78983.Kane_Abel,2011-12-20,Young Adult Fiction,http://books.google.com/books/content?id=9rkbAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Ruthless Elimination of Hurry: How to Stay Emotionally Healthy and Spiritually Alive in the Chaos of the Modern World,John Mark Comer,,Unknown,,8.99,,,https://www.goodreads.com/book/show/43982455-the-ruthless-elimination-of-hurry,2019-10-29,Religion,http://books.google.com/books/content?id=WTSGDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,,Unknown,,8.99,,,https://www.goodreads.com/book/show/23878688-the-5-love-languages,2024-06-01,Family & Relationships,http://books.google.com/books/content?id=K1fRBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Mysterious Benedict Society (The Mysterious Benedict Society, #1)",Trenton Lee Stewart,,Unknown,,8.99,,,https://www.goodreads.com/book/show/40605329-the-mysterious-benedict-society,2014-01-02,Juvenile Fiction,http://books.google.com/books/content?id=kI1IBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Ruins of Gorlan (Ranger's Apprentice, #1)",John Flanagan,,Unknown,,8.99,,,https://www.goodreads.com/book/show/60400.The_Ruins_of_Gorlan,2005,Apprentices,
Thus Spoke Zarathustra,Friedrich Nietzsche,,Unknown,,8.99,,,https://www.goodreads.com/book/show/51893.Thus_Spoke_Zarathustra,1974-02-28,Philosophy,http://books.google.com/books/content?id=a9VxKgui0mEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Revolutionary Road,Richard Yates,,Unknown,,8.99,,,https://www.goodreads.com/book/show/48328.Revolutionary_Road,2010-12-23,Fiction,http://books.google.com/books/content?id=aun3KJlxUHkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Reckoning (Darkest Powers, #3)",Kelley Armstrong,,Unknown,,8.99,,,https://www.goodreads.com/book/show/6468666-the-reckoning,2014-10-28,Young Adult Fiction,http://books.google.com/books/content?id=TAajAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Heartless,Marissa Meyer,,Unknown,,8.99,,,https://www.goodreads.com/book/show/18584855-heartless,2016-11-08,Young Adult Fiction,http://books.google.com/books/content?id=YTM6CQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Shakespeare's Sonnets,William Shakespeare,,Unknown,,8.99,,,https://www.goodreads.com/book/show/42038.Shakespeare_s_Sonnets,2007,Literary Criticism,http://books.google.com/books/content?id=a8buSTBjFyUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Specials (Uglies, #3)",Scott Westerfeld,,Unknown,,8.99,,,https://www.goodreads.com/book/show/24765.Specials,2012-08-21,Young Adult Fiction,http://books.google.com/books/content?id=5nIoLgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Illusions: The Adventures of a Reluctant Messiah,Richard Bach,,Unknown,,8.99,,,https://www.goodreads.com/book/show/29946.Illusions,2012-08-01,"Body, Mind & Spirit",http://books.google.com/books/content?id=xi0DFLuAJGEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Hello Beautiful,Ann Napolitano,,Unknown,,8.99,,,https://www.goodreads.com/book/show/61771675-hello-beautiful,2023-03-14,Fiction,http://books.google.com/books/content?id=J7Z9EAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"The Awakening (Darkest Powers, #2)",Kelley Armstrong,,Unknown,,8.99,,,https://www.goodreads.com/book/show/5391115-the-awakening,2014-10-28,Young Adult Fiction,http://books.google.com/books/content?id=TAajAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Cold Sassy Tree,Olive Ann Burns,,Unknown,,8.99,,,https://www.goodreads.com/book/show/40389231-cold-sassy-tree,2007,Fiction,http://books.google.com/books/content?id=qgcHiec0rckC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
