title,author,rating,link,cover_url,genre,price,published_year
The Power of Myth,Joseph Campbell,4.26 avg rating,https://www.goodreads.com/book/show/35519.The_Power_of_Myth,,,,
The Shell Seekers,Rosamunde Pilcher,4.20 avg rating,https://www.goodreads.com/book/show/37095.The_Shell_Seekers,,,,
It's Kind of a Funny Story,Ned Vizzini,4.07 avg rating,https://www.goodreads.com/book/show/248704.It_s_Kind_of_a_Funny_Story,,,,
A Winter Grave,Peter  May,4.06 avg rating,https://www.goodreads.com/book/show/67998095-a-winter-grave,,,,
"The Girl in the Eagle's Talons (Millennium, #7)",Karin Smirnoff,3.42 avg rating,https://www.goodreads.com/book/show/75523433-the-girl-in-the-eagle-s-talons,,,,
The Corrections,Jonathan Franzen,3.84 avg rating,https://www.goodreads.com/book/show/3805.The_Corrections,,,,
"Glass Houses (The Morganville Vampires, #1)",Rachel Caine,3.92 avg rating,https://www.goodreads.com/book/show/27266.Glass_Houses,,,,
Hard-Boiled Wonderland and the End of the World,Haruki Murakami,4.11 avg rating,https://www.goodreads.com/book/show/10374.Hard_Boiled_Wonderland_and_the_End_of_the_World,,,,
Angle of Repose,Wallace Stegner,4.24 avg rating,https://www.goodreads.com/book/show/292408.Angle_of_Repose,,,,
The Marriage Portrait,Maggie O'Farrell,really liked it 4.00 avg rating,https://www.goodreads.com/book/show/60353768-the-marriage-portrait,,,,
The Jungle Books,Rudyard Kipling,4.01 avg rating,https://www.goodreads.com/book/show/41684.The_Jungle_Books,,,,
The Namesake,Jhumpa Lahiri,4.02 avg rating,https://www.goodreads.com/book/show/33917.The_Namesake,,,,
"Lover Revealed (Black Dagger Brotherhood, #4)",J.R. Ward,4.28 avg rating,https://www.goodreads.com/book/show/42898.Lover_Revealed,,,,
An Abundance of Katherines,John Green,3.51 avg rating,https://www.goodreads.com/book/show/49750.An_Abundance_of_Katherines,,,,
"The Edge of Never (The Edge of Never, #1)",J.A. Redmerski,4.22 avg rating,https://www.goodreads.com/book/show/16081272-the-edge-of-never,,,,
Cryptonomicon,Neal Stephenson,4.23 avg rating,https://www.goodreads.com/book/show/816.Cryptonomicon,,,,
Jude the Obscure,Thomas Hardy,3.83 avg rating,https://www.goodreads.com/book/show/50798.Jude_the_Obscure,,,,
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.16 avg rating,https://www.goodreads.com/book/show/36072.The_7_Habits_of_Highly_Effective_People,,,,
Geek Love,Katherine Dunn,3.95 avg rating,https://www.goodreads.com/book/show/13872.Geek_Love,,,,
Keep It in the Family,John Marrs,4.07 avg rating,https://www.goodreads.com/book/show/60109530-keep-it-in-the-family,,,,
"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,4.38 avg rating,https://www.goodreads.com/book/show/68429.The_Well_of_Ascension,,,,
Still Alice,Lisa Genova,4.32 avg rating,https://www.goodreads.com/book/show/2153405.Still_Alice,,,,
"Small Gods (Discworld, #13)",Terry Pratchett,4.32 avg rating,https://www.goodreads.com/book/show/34484.Small_Gods,,,,
"Mary Poppins (Mary Poppins, #1)",P.L. Travers,4.01 avg rating,https://www.goodreads.com/book/show/152380.Mary_Poppins,,,,
"Inara (Godfrey Davis, #3)",A.R. Merrydew,4.35 avg rating,https://www.goodreads.com/book/show/215186841-inara,,,,
I Am the Messenger,Markus Zusak,4.03 avg rating,https://www.goodreads.com/book/show/19057.I_Am_the_Messenger,,,,
"Into the Wild (Warriors, #1)",Erin Hunter,4.32 avg rating,https://www.goodreads.com/book/show/111332.Into_the_Wild,,,,
"The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy, #2)",Douglas Adams,4.20 avg rating,https://www.goodreads.com/book/show/8695.The_Restaurant_at_the_End_of_the_Universe,,,,
"A Dead and Stormy Night (Nevermore Bookshop Mysteries, #1)",Steffanie Holmes,3.91 avg rating,https://www.goodreads.com/book/show/43594238-a-dead-and-stormy-night,,,,
"The Passage (The Passage, #1)",Justin Cronin,4.05 avg rating,https://www.goodreads.com/book/show/6690798-the-passage,,,,
"Lover Avenged (Black Dagger Brotherhood, #7)",J.R. Ward,4.36 avg rating,https://www.goodreads.com/book/show/5098079-lover-avenged,,,,
Between Shades of Gray,Ruta Sepetys,4.37 avg rating,https://www.goodreads.com/book/show/7824322-between-shades-of-gray,,,,
"Winter (The Lunar Chronicles, #4)",Marissa Meyer,4.41 avg rating,https://www.goodreads.com/book/show/13206900-winter,,,,
"The Poppy War (The Poppy War, #1)",R.F. Kuang,4.17 avg rating,https://www.goodreads.com/book/show/35068705-the-poppy-war,,,,
"Mort (Discworld, #4; Death, #1)",Terry Pratchett,4.24 avg rating,https://www.goodreads.com/book/show/386372.Mort,,,,
The Moon Is a Harsh Mistress,Robert A. Heinlein,4.15 avg rating,https://www.goodreads.com/book/show/16690.The_Moon_Is_a_Harsh_Mistress,,,,
"Haunting Adeline (Cat and Mouse, #1)",H.D. Carlton,3.94 avg rating,https://www.goodreads.com/book/show/58763686-haunting-adeline,,,,
"The Lies of Vampires and Slayers (Magic on Main Street, #1)",K.M. Shea,4.35 avg rating,https://www.goodreads.com/book/show/202901080-the-lies-of-vampires-and-slayers,,,,
Chasing the Devil: The Search for Africa's Fighting Spirit,Tim Butcher,4.13 avg rating,https://www.goodreads.com/book/show/7940583-chasing-the-devil,,,,
My Name Is Asher Lev,Chaim Potok,4.24 avg rating,https://www.goodreads.com/book/show/11507.My_Name_Is_Asher_Lev,,,,
"Fire (Graceling Realm, #2)",Kristin Cashore,4.09 avg rating,https://www.goodreads.com/book/show/6137154-fire,,,,
"From Blood and Ash (Blood and Ash, #1)",Jennifer L. Armentrout,4.21 avg rating,https://www.goodreads.com/book/show/52831200-from-blood-and-ash,,,,
Dandelion Wine,Ray Bradbury,4.09 avg rating,https://www.goodreads.com/book/show/50033.Dandelion_Wine,,,,
The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,4.19 avg rating,https://www.goodreads.com/book/show/3109.The_Omnivore_s_Dilemma,,,,
Choke,Chuck Palahniuk,3.71 avg rating,https://www.goodreads.com/book/show/29059.Choke,,,,
The Portrait of a Lady,Henry James,3.80 avg rating,https://www.goodreads.com/book/show/264.The_Portrait_of_a_Lady,,,,
The White Tiger,Aravind Adiga,3.77 avg rating,https://www.goodreads.com/book/show/1768603.The_White_Tiger,,,,
Living Fearless: Exchanging the Lies of the World for the Liberating Truth of God,Jamie Winship,4.43 avg rating,https://www.goodreads.com/book/show/59317244-living-fearless,,,,
On Earth We're Briefly Gorgeous,Ocean Vuong,4.02 avg rating,https://www.goodreads.com/book/show/41880609-on-earth-we-re-briefly-gorgeous,,,,
No Longer Human,Osamu Dazai,3.95 avg rating,https://www.goodreads.com/book/show/194746.No_Longer_Human,,,,
Wild Swans: Three Daughters of China,Jung Chang,4.30 avg rating,https://www.goodreads.com/book/show/1848.Wild_Swans,,,,
Howards End,E.M. Forster,3.96 avg rating,https://www.goodreads.com/book/show/38374795-howards-end,,,,
"Finale (Hush, Hush, #4)",Becca Fitzpatrick,4.11 avg rating,https://www.goodreads.com/book/show/12751687-finale,,,,
"The Dark Tower (The Dark Tower, #7)",Stephen        King,4.29 avg rating,https://www.goodreads.com/book/show/5091.The_Dark_Tower,,,,
"Worm Holes (Quantum Roots, #2)",Kyle Keyes,4.34 avg rating,https://www.goodreads.com/book/show/34384161-worm-holes,,,,
We Have Always Lived in the Castle,Shirley Jackson,3.91 avg rating,https://www.goodreads.com/book/show/89724.We_Have_Always_Lived_in_the_Castle,,,,
The Forgotten Garden,Kate Morton,4.16 avg rating,https://www.goodreads.com/book/show/3407877-the-forgotten-garden,,,,
A Room of One’s Own,Virginia Woolf,4.22 avg rating,https://www.goodreads.com/book/show/18521.A_Room_of_One_s_Own,,,,
"The Hawthorne Legacy (The Inheritance Games, #2)",Jennifer Lynn Barnes,4.19 avg rating,https://www.goodreads.com/book/show/50531218-the-hawthorne-legacy,,,,
Tender Is the Night,F. Scott Fitzgerald,3.77 avg rating,https://www.goodreads.com/book/show/46164.Tender_Is_the_Night,,,,
"The Hunt for Red October (Jack Ryan, #3)",Tom Clancy,4.12 avg rating,https://www.goodreads.com/book/show/19691.The_Hunt_for_Red_October,,,,
The Long Walk,Richard  Bachman,4.03 avg rating,https://www.goodreads.com/book/show/9014.The_Long_Walk,,,,
Twenty Years Later,Charlie Donlea,4.18 avg rating,https://www.goodreads.com/book/show/57645345-twenty-years-later,,,,
"The Eden Paradox (Eden Paradox, #1)",Barry Kirwan,4.21 avg rating,https://www.goodreads.com/book/show/43722869-the-eden-paradox,,,,
The Bridges of Madison County,Robert James Waller,3.71 avg rating,https://www.goodreads.com/book/show/83674.The_Bridges_of_Madison_County,,,,
"Heretical Fishing (Heretical Fishing, #1)",Haylock Jobson,4.25 avg rating,https://www.goodreads.com/book/show/208099994-heretical-fishing,,,,
Deception Point,Dan    Brown,3.76 avg rating,https://www.goodreads.com/book/show/976.Deception_Point,,,,
"Linger (The Wolves of Mercy Falls, #2)",Maggie Stiefvater,3.88 avg rating,https://www.goodreads.com/book/show/6654313-linger,,,,
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,4.07 avg rating,https://www.goodreads.com/book/show/9791.A_Walk_in_the_Woods,,,,
"The City of Ember (Book of Ember, #1)",Jeanne DuPrau,3.90 avg rating,https://www.goodreads.com/book/show/307791.The_City_of_Ember,,,,
Turtles All the Way Down,John Green,3.87 avg rating,https://www.goodreads.com/book/show/35504431-turtles-all-the-way-down,,,,
Pale Fire,Vladimir Nabokov,4.17 avg rating,https://www.goodreads.com/book/show/7805.Pale_Fire,,,,
"Forrest Gump (Forrest Gump, #1)",Winston Groom,4.01 avg rating,https://www.goodreads.com/book/show/186190.Forrest_Gump,,,,
The Sea of Tranquility,Katja Millay,4.29 avg rating,https://www.goodreads.com/book/show/16151178-the-sea-of-tranquility,,,,
Survivor,Chuck Palahniuk,3.93 avg rating,https://www.goodreads.com/book/show/36236123-survivor,,,,
Beach Read,Emily Henry,3.97 avg rating,https://www.goodreads.com/book/show/52867387-beach-read,,,,
"84, Charing Cross Road",Helene Hanff,4.16 avg rating,https://www.goodreads.com/book/show/368916.84_Charing_Cross_Road,,,,
Exodus,Leon Uris,4.34 avg rating,https://www.goodreads.com/book/show/42697.Exodus,,,,
Ethan Frome,Edith Wharton,3.46 avg rating,https://www.goodreads.com/book/show/5246.Ethan_Frome,,,,
The Sorrows of Young Werther,Johann Wolfgang von Goethe,3.69 avg rating,https://www.goodreads.com/book/show/16640.The_Sorrows_of_Young_Werther,,,,
"Kingdom of Ash (Throne of Glass, #7)",Sarah J. Maas,4.71 avg rating,https://www.goodreads.com/book/show/76715522-kingdom-of-ash,,,,
"Iron Flame (The Empyrean, #2)",Rebecca Yarros,4.36 avg rating,https://www.goodreads.com/book/show/90202302-iron-flame,,,,
The Very Secret Society of Irregular Witches,Sangu Mandanna,4.04 avg rating,https://www.goodreads.com/book/show/60018635-the-very-secret-society-of-irregular-witches,,,,
Gift from the Sea,Anne Morrow Lindbergh,4.14 avg rating,https://www.goodreads.com/book/show/77295.Gift_from_the_Sea,,,,
Nausea,Jean-Paul Sartre,3.93 avg rating,https://www.goodreads.com/book/show/298275.Nausea,,,,
The Fall,Albert Camus,4.03 avg rating,https://www.goodreads.com/book/show/11991.The_Fall,,,,
The Three Witches and the Master,Max Nowaz,4.30 avg rating,https://www.goodreads.com/book/show/156150514-the-three-witches-and-the-master,,,,
"A Study in Scarlet (Sherlock Holmes, #1)",Arthur Conan Doyle,4.13 avg rating,https://www.goodreads.com/book/show/102868.A_Study_in_Scarlet,,,,
"The Ballad of Songbirds and Snakes (The Hunger Games, #0)",Suzanne Collins,3.99 avg rating,https://www.goodreads.com/book/show/51901147-the-ballad-of-songbirds-and-snakes,,,,
"Walking Disaster (Beautiful, #2)",Jamie McGuire,4.14 avg rating,https://www.goodreads.com/book/show/15745950-walking-disaster,,,,
Where the Heart Is,Billie Letts,4.04 avg rating,https://www.goodreads.com/book/show/5168.Where_the_Heart_Is,,,,
"Absalom, Absalom!",William Faulkner,3.99 avg rating,https://www.goodreads.com/book/show/373755.Absalom_Absalom_,,,,
"Daughter of the Forest  (Sevenwaters, #1)",Juliet Marillier,4.29 avg rating,https://www.goodreads.com/book/show/13928.Daughter_of_the_Forest,,,,
"Dead as a Doornail (Sookie Stackhouse, #5)",Charlaine Harris,4.01 avg rating,https://www.goodreads.com/book/show/170210.Dead_as_a_Doornail,,,,
"Kane & Abel (Kane & Abel, #1)",Jeffrey Archer,4.34 avg rating,https://www.goodreads.com/book/show/78983.Kane_Abel,,,,
The Ruthless Elimination of Hurry: How to Stay Emotionally Healthy and Spiritually Alive in the Chaos of the Modern World,John Mark Comer,4.51 avg rating,https://www.goodreads.com/book/show/43982455-the-ruthless-elimination-of-hurry,,,,
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.27 avg rating,https://www.goodreads.com/book/show/23878688-the-5-love-languages,,,,
"The Mysterious Benedict Society (The Mysterious Benedict Society, #1)",Trenton Lee Stewart,4.20 avg rating,https://www.goodreads.com/book/show/40605329-the-mysterious-benedict-society,,,,
"The Ruins of Gorlan (Ranger's Apprentice, #1)",John Flanagan,4.26 avg rating,https://www.goodreads.com/book/show/60400.The_Ruins_of_Gorlan,,,,
Thus Spoke Zarathustra,Friedrich Nietzsche,4.07 avg rating,https://www.goodreads.com/book/show/51893.Thus_Spoke_Zarathustra,,,,
Revolutionary Road,Richard Yates,3.93 avg rating,https://www.goodreads.com/book/show/48328.Revolutionary_Road,,,,
"The Reckoning (Darkest Powers, #3)",Kelley Armstrong,4.18 avg rating,https://www.goodreads.com/book/show/6468666-the-reckoning,,,,
Heartless,Marissa Meyer,4.09 avg rating,https://www.goodreads.com/book/show/18584855-heartless,,,,
Shakespeare's Sonnets,William Shakespeare,4.25 avg rating,https://www.goodreads.com/book/show/42038.Shakespeare_s_Sonnets,,,,
"Specials (Uglies, #3)",Scott Westerfeld,3.75 avg rating,https://www.goodreads.com/book/show/24765.Specials,,,,
Illusions: The Adventures of a Reluctant Messiah,Richard Bach,4.15 avg rating,https://www.goodreads.com/book/show/29946.Illusions,,,,
Hello Beautiful,Ann Napolitano,4.13 avg rating,https://www.goodreads.com/book/show/61771675-hello-beautiful,,,,
"The Awakening (Darkest Powers, #2)",Kelley Armstrong,4.14 avg rating,https://www.goodreads.com/book/show/5391115-the-awakening,,,,
Cold Sassy Tree,Olive Ann Burns,4.02 avg rating,https://www.goodreads.com/book/show/40389231-cold-sassy-tree,,,,
"The Millennium Trilogy (Millennium Trilogy, #1-3)",Stieg Larsson,4.47 avg rating,https://www.goodreads.com/book/show/7822895-the-millennium-trilogy,,,,
"The Amulet of Samarkand (Bartimaeus, #1)",Jonathan Stroud,4.04 avg rating,https://www.goodreads.com/book/show/334123.The_Amulet_of_Samarkand,,,,
"Definitely Dead (Sookie Stackhouse, #6)",Charlaine Harris,4.02 avg rating,https://www.goodreads.com/book/show/140079.Definitely_Dead,,,,
"Breaking Dawn (The Twilight Saga, #4)",Stephenie Meyer,3.75 avg rating,https://www.goodreads.com/book/show/1162543.Breaking_Dawn,,,,
The Hotel New Hampshire,John Irving,3.93 avg rating,https://www.goodreads.com/book/show/11768.The_Hotel_New_Hampshire,,,,
The Fountainhead,Ayn Rand,3.89 avg rating,https://www.goodreads.com/book/show/2122.The_Fountainhead,,,,
The Brief Wondrous Life of Oscar Wao,Junot Díaz,3.89 avg rating,https://www.goodreads.com/book/show/297673.The_Brief_Wondrous_Life_of_Oscar_Wao,,,,
"Reflected in You (Crossfire, #2)",Sylvia Day,4.29 avg rating,https://www.goodreads.com/book/show/13596809-reflected-in-you,,,,
"Guilty Pleasures (Anita Blake, Vampire Hunter, #1)",Laurell K. Hamilton,4.02 avg rating,https://www.goodreads.com/book/show/30281.Guilty_Pleasures,,,,
The Gargoyle,Andrew  Davidson,3.97 avg rating,https://www.goodreads.com/book/show/2595138-the-gargoyle,,,,
"Gabriel's Inferno (Gabriel's Inferno, #1)",Sylvain Reynard,3.98 avg rating,https://www.goodreads.com/book/show/10140661-gabriel-s-inferno,,,,
"The Sparrow (The Sparrow, #1)",Mary Doria Russell,4.14 avg rating,https://www.goodreads.com/book/show/334176.The_Sparrow,,,,
"Hatchet (Brian's Saga, #1)",Gary Paulsen,3.79 avg rating,https://www.goodreads.com/book/show/50.Hatchet,,,,
"The Golden Lily (Bloodlines, #2)",Richelle Mead,4.31 avg rating,https://www.goodreads.com/book/show/8709523-the-golden-lily,,,,
"Dreamfever (Fever, #4)",Karen Marie Moning,4.37 avg rating,https://www.goodreads.com/book/show/6050298-dreamfever,,,,
The Immortal Life of Henrietta Lacks,Rebecca Skloot,4.13 avg rating,https://www.goodreads.com/book/show/6493208-the-immortal-life-of-henrietta-lacks,,,,
"Crank (Crank, #1)",Ellen Hopkins,4.16 avg rating,https://www.goodreads.com/book/show/270730.Crank,,,,
A Connecticut Yankee in King Arthur's Court,Mark Twain,3.78 avg rating,https://www.goodreads.com/book/show/162898.A_Connecticut_Yankee_in_King_Arthur_s_Court,,,,
The Pact,Jodi Picoult,4.03 avg rating,https://www.goodreads.com/book/show/10916.The_Pact,,,,
A Million Little Pieces,James Frey,3.69 avg rating,https://www.goodreads.com/book/show/1241.A_Million_Little_Pieces,,,,
Naked Lunch: The Restored Text,William S. Burroughs,3.46 avg rating,https://www.goodreads.com/book/show/7437.Naked_Lunch,,,,
A Moveable Feast,Ernest Hemingway,4.02 avg rating,https://www.goodreads.com/book/show/4631.A_Moveable_Feast,,,,
"Opal (Lux, #3)",Jennifer L. Armentrout,4.23 avg rating,https://www.goodreads.com/book/show/13362536-opal,,,,
"Burned (House of Night, #7)",P.C. Cast,3.97 avg rating,https://www.goodreads.com/book/show/6917952-burned,,,,
We,Yevgeny Zamyatin,3.88 avg rating,https://www.goodreads.com/book/show/76171.We,,,,
The Communist Manifesto,Karl Marx,3.68 avg rating,https://www.goodreads.com/book/show/30474.The_Communist_Manifesto,,,,
The Runaway Jury,John Grisham,4.03 avg rating,https://www.goodreads.com/book/show/24192.The_Runaway_Jury,,,,
"Redwall (Redwall, #1)",Brian Jacques,4.14 avg rating,https://www.goodreads.com/book/show/7996.Redwall,,,,
"Onyx (Lux, #2)",Jennifer L. Armentrout,4.22 avg rating,https://www.goodreads.com/book/show/13047090-onyx,,,,
"Eclipse (The Twilight Saga, #3)",Stephenie Meyer,3.74 avg rating,https://www.goodreads.com/book/show/428263.Eclipse,,,,
"The Winds of War (The Henry Family, #1)",Herman Wouk,4.38 avg rating,https://www.goodreads.com/book/show/21484.The_Winds_of_War,,,,
The Story of Edgar Sawtelle,David Wroblewski,3.66 avg rating,https://www.goodreads.com/book/show/2731276-the-story-of-edgar-sawtelle,,,,
"The Priory of the Orange Tree (The Roots of Chaos, #1)",Samantha Shannon,4.17 avg rating,https://www.goodreads.com/book/show/40275288-the-priory-of-the-orange-tree,,,,
Christy,Catherine Marshall,4.25 avg rating,https://www.goodreads.com/book/show/35879889-christy,,,,
The Dispossessed: An Ambiguous Utopia,Ursula K. Le Guin,4.26 avg rating,https://www.goodreads.com/book/show/13651.The_Dispossessed,,,,
Journey to the End of the Night,Louis-Ferdinand Céline,4.18 avg rating,https://www.goodreads.com/book/show/12395.Journey_to_the_End_of_the_Night,,,,
The Complete Persepolis,Marjane Satrapi,4.40 avg rating,https://www.goodreads.com/book/show/991197.The_Complete_Persepolis,,,,
"From Dead to Worse (Sookie Stackhouse, #8)",Charlaine Harris,4.01 avg rating,https://www.goodreads.com/book/show/2233407.From_Dead_to_Worse,,,,
Beach Music,Pat Conroy,4.18 avg rating,https://www.goodreads.com/book/show/16729.Beach_Music,,,,
"Pandemonium (Delirium, #2)",Lauren Oliver,4.02 avg rating,https://www.goodreads.com/book/show/9593911-pandemonium,,,,
"All Together Dead (Sookie Stackhouse, #7)",Charlaine Harris,4.05 avg rating,https://www.goodreads.com/book/show/140075.All_Together_Dead,,,,
"New Moon (The Twilight Saga, #2)",Stephenie Meyer,3.62 avg rating,https://www.goodreads.com/book/show/49041.New_Moon,,,,
"The Cheat Code (Wisdom Revolution, #3)",Misba,4.73 avg rating,https://www.goodreads.com/book/show/60743324-the-cheat-code,,,,
Animal Farm / 1984,George Orwell,4.30 avg rating,https://www.goodreads.com/book/show/5472.Animal_Farm_1984,,,,
The Pink Cadillac,Rebecca Harlem,4.32 avg rating,https://www.goodreads.com/book/show/217217019-the-pink-cadillac,,,,
Becoming,Michelle Obama,4.44 avg rating,https://www.goodreads.com/book/show/38746485-becoming,,,,
"Night World, No. 1 (Night World, #1-3)",L.J. Smith,4.06 avg rating,https://www.goodreads.com/book/show/3099787-night-world-no-1,,,,
Travels with Charley: In Search of America,John Steinbeck,4.08 avg rating,https://www.goodreads.com/book/show/5306.Travels_with_Charley,,,,
The Bhagavad Gita,Krishna-Dwaipayana Vyasa,4.19 avg rating,https://www.goodreads.com/book/show/99944.The_Bhagavad_Gita,,,,
"Lover Mine (Black Dagger Brotherhood, #8)",J.R. Ward,4.39 avg rating,https://www.goodreads.com/book/show/7046495-lover-mine,,,,
"Tai-Pan (Asian Saga, #2)",James Clavell,4.31 avg rating,https://www.goodreads.com/book/show/42933.Tai_Pan,,,,
How Green Was My Valley,Richard Llewellyn,4.21 avg rating,https://www.goodreads.com/book/show/40496.How_Green_Was_My_Valley,,,,
The Bonfire of the Vanities,Tom Wolfe,3.92 avg rating,https://www.goodreads.com/book/show/2666.The_Bonfire_of_the_Vanities,,,,
"One Foot in the Grave (Night Huntress, #2)",Jeaniene Frost,4.28 avg rating,https://www.goodreads.com/book/show/2168860.One_Foot_in_the_Grave,,,,
Childhood’s End,Arthur C. Clarke,4.12 avg rating,https://www.goodreads.com/book/show/414999.Childhood_s_End,,,,
Sometimes a Great Notion,Ken Kesey,4.26 avg rating,https://www.goodreads.com/book/show/529626.Sometimes_a_Great_Notion,,,,
"Easy (Contours of the Heart, #1)",Tammara Webber,4.07 avg rating,https://www.goodreads.com/book/show/16056408-easy,,,,
Still Life with Woodpecker,Tom Robbins,4.04 avg rating,https://www.goodreads.com/book/show/9566.Still_Life_with_Woodpecker,,,,
"Lady Midnight (The Dark Artifices, #1)",Cassandra Clare,4.35 avg rating,https://www.goodreads.com/book/show/25494343-lady-midnight,,,,
Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley,4.05 avg rating,https://www.goodreads.com/book/show/41424.Beauty,,,,
Marked by Magic (Tracking Trouble #1),Lindsay Buroker,4.31 avg rating,https://www.goodreads.com/book/show/201272400-marked-by-magic,,,,
The Rime of the Ancient Mariner,Samuel Taylor Coleridge,3.97 avg rating,https://www.goodreads.com/book/show/732562.The_Rime_of_the_Ancient_Mariner,,,,
On the Beach,Nevil Shute,3.98 avg rating,https://www.goodreads.com/book/show/38180.On_the_Beach,,,,
"Dead and Gone (Sookie Stackhouse, #9)",Charlaine Harris,4.02 avg rating,https://www.goodreads.com/book/show/5161066-dead-and-gone,,,,
Playing Ball: Life Lessons from My Journey to the Super Bowl and Beyond,Vernon Davis,4.28 avg rating,https://www.goodreads.com/book/show/202470606-playing-ball,,,,
"Vicious (Villains, #1)",V.E. Schwab,4.19 avg rating,https://www.goodreads.com/book/show/40874032-vicious,,,,
The Poetry of Robert Frost,Robert Frost,4.24 avg rating,https://www.goodreads.com/book/show/95819.The_Poetry_of_Robert_Frost,,,,
The Lucky One,Nicholas Sparks,4.13 avg rating,https://www.goodreads.com/book/show/3063499-the-lucky-one,,,,
Unlock Your Deliverance: Keys to Freedom From Demonic Oppression,Kathryn Krick,4.29 avg rating,https://www.goodreads.com/book/show/216151199-unlock-your-deliverance,,,,
The Maltese Falcon,Dashiell Hammett,3.87 avg rating,https://www.goodreads.com/book/show/29999.The_Maltese_Falcon,,,,
The Great Divorce,C.S. Lewis,4.32 avg rating,https://www.goodreads.com/book/show/25845273-the-great-divorce,,,,
"The Summer I Turned Pretty (Summer, #1)",Jenny Han,3.74 avg rating,https://www.goodreads.com/book/show/5821978-the-summer-i-turned-pretty,,,,
Piranesi,Susanna Clarke,4.22 avg rating,https://www.goodreads.com/book/show/50202953-piranesi,,,,
Giovanni’s Room,James Baldwin,4.34 avg rating,https://www.goodreads.com/book/show/38462.Giovanni_s_Room,,,,
"Everything, Everything",Nicola Yoon,3.96 avg rating,https://www.goodreads.com/book/show/18692431-everything-everything,,,,
"The Wedding (The Notebook, #2)",Nicholas Sparks,really liked it 4.00 avg rating,https://www.goodreads.com/book/show/3466.The_Wedding,,,,
Helter Skelter: The True Story of the Manson Murders,Vincent Bugliosi,4.06 avg rating,https://www.goodreads.com/book/show/105992.Helter_Skelter,,,,
This Lullaby,Sarah Dessen,4.01 avg rating,https://www.goodreads.com/book/show/22205.This_Lullaby,,,,
"Roll of Thunder, Hear My Cry (Logans, #4)",Mildred D. Taylor,3.90 avg rating,https://www.goodreads.com/book/show/310459.Roll_of_Thunder_Hear_My_Cry,,,,
"Thoughtless (Thoughtless, #1)",S.C. Stephens,4.08 avg rating,https://www.goodreads.com/book/show/13517535-thoughtless,,,,
The House of Mirth,Edith Wharton,3.97 avg rating,https://www.goodreads.com/book/show/17728.The_House_of_Mirth,,,,
"Every Day (Every Day, #1)",David Levithan,3.89 avg rating,https://www.goodreads.com/book/show/13262783-every-day,,,,
"All the Pretty Horses (The Border Trilogy, #1)",Cormac McCarthy,4.06 avg rating,https://www.goodreads.com/book/show/469571.All_the_Pretty_Horses,,,,
"Passion (Fallen, #3)",Lauren Kate,3.86 avg rating,https://www.goodreads.com/book/show/9369720-passion,,,,
"Wizard and Glass (The Dark Tower, #4)",Stephen        King,4.27 avg rating,https://www.goodreads.com/book/show/5096.Wizard_and_Glass,,,,
Disgrace,J.M. Coetzee,3.86 avg rating,https://www.goodreads.com/book/show/6192.Disgrace,,,,
Safe Haven,Nicholas Sparks,4.22 avg rating,https://www.goodreads.com/book/show/40603730-safe-haven,,,,
"Will Grayson, Will Grayson",John Green,3.69 avg rating,https://www.goodreads.com/book/show/6567017-will-grayson-will-grayson,,,,
"The Drawing of the Three (The Dark Tower, #2)",Stephen        King,4.24 avg rating,https://www.goodreads.com/book/show/5094.The_Drawing_of_the_Three,,,,
"One Dark Window (The Shepherd King, #1)",Rachel Gillig,4.27 avg rating,https://www.goodreads.com/book/show/58340706-one-dark-window,,,,
White Noise,Don DeLillo,3.86 avg rating,https://www.goodreads.com/book/show/28251250-white-noise,,,,
"Wings (Wings, #1)",Aprilynne Pike,3.76 avg rating,https://www.goodreads.com/book/show/5056084-wings,,,,
"Legendborn (The Legendborn Cycle, #1)",Tracy Deonn,4.30 avg rating,https://www.goodreads.com/book/show/50892338-legendborn,,,,
"Heartstopper: Volume Three (Heartstopper, #3)",Alice Oseman,4.54 avg rating,https://www.goodreads.com/book/show/43449920-heartstopper,,,,
"Faefever (Fever, #3)",Karen Marie Moning,4.28 avg rating,https://www.goodreads.com/book/show/2702704-faefever,,,,
"A Cursed Son (Remnants of the Fallen Kingdom, #1)",Day Leitao,really liked it 4.00 avg rating,https://www.goodreads.com/book/show/203805180-a-cursed-son,,,,
I'm Glad You're Dead: Preternatural Chronicles Book 1,Hunter Blain,4.20 avg rating,https://www.goodreads.com/book/show/197891975-i-m-glad-you-re-dead,,,,
"The Awakening / The Struggle (The Vampire Diaries, #1-2)",L.J. Smith,3.68 avg rating,https://www.goodreads.com/book/show/395871.The_Awakening_The_Struggle,,,,
"Bitten (Otherworld, #1)",Kelley Armstrong,4.02 avg rating,https://www.goodreads.com/book/show/11918.Bitten,,,,
The Story of Ferdinand,Munro Leaf,4.37 avg rating,https://www.goodreads.com/book/show/773951.The_Story_of_Ferdinand,,,,
